year,month,day,hour,PM2.5,PM10,NO2,CO,station
2013,5,30,18,57.0,151.0,31.0,600.0,Changping
2013,5,30,19,43.0,210.0,39.0,600.0,Changping
2013,5,30,20,60.0,153.0,42.0,800.0,Changping
2013,5,30,21,56.0,161.0,38.0,700.0,Changping
2013,5,30,22,48.0,186.0,54.0,900.0,Changping
2013,5,30,23,60.0,158.0,56.0,1000.0,Changping
2013,5,31,0,56.0,84.0,33.0,800.0,Changping
2013,5,31,1,46.0,122.0,25.0,700.0,Changping
2013,5,31,2,55.0,119.0,29.0,900.0,Changping
2013,5,31,3,49.0,95.0,26.0,800.0,Changping
2013,5,31,4,49.0,116.0,21.0,800.0,Changping
2013,5,31,5,52.0,105.0,31.0,900.0,Changping
2013,5,31,6,55.0,120.0,28.0,900.0,Changping
2013,5,31,7,63.0,167.0,66.0,1000.0,Changping
2013,5,31,8,62.0,155.0,41.0,900.0,Changping
2013,5,31,9,80.0,193.0,49.0,900.0,Changping
2013,5,31,10,90.0,185.0,41.0,900.0,Changping
2013,5,31,11,100.0,172.0,34.0,900.0,Changping
2013,5,31,12,127.0,231.0,47.0,1000.0,Changping
2013,5,31,13,123.0,200.0,45.0,1100.0,Changping
2013,5,31,14,132.0,202.0,39.0,1200.0,Changping
2013,5,31,15,128.0,203.0,30.0,1200.0,Changping
2013,5,31,16,124.0,161.0,24.0,1300.0,Changping
2013,5,31,17,116.0,183.0,26.0,1300.0,Changping
2013,5,31,18,118.0,193.0,26.0,1300.0,Changping
2013,5,31,19,119.0,259.0,30.0,1300.0,Changping
2013,5,31,20,141.0,227.0,30.0,1399.0,Changping
2013,5,31,21,139.0,210.0,27.0,1300.0,Changping
2013,5,31,22,146.0,197.0,28.0,1300.0,Changping
2013,5,31,23,156.0,184.0,27.0,1399.0,Changping
2013,6,1,0,151.0,177.0,21.0,1399.0,Changping
2013,6,1,1,155.0,161.0,21.0,1300.0,Changping
2013,6,1,2,158.0,162.0,24.0,1300.0,Changping
2013,6,1,3,146.0,120.0,18.0,1200.0,Changping
2013,6,1,4,137.0,101.0,16.0,1200.0,Changping
2013,6,1,5,113.0,24.0,18.0,1000.0,Changping
2013,6,1,6,91.0,115.0,39.0,1000.0,Changping
2013,6,1,7,112.0,116.0,81.0,1100.0,Changping
2013,6,1,8,48.0,48.0,33.0,500.0,Changping
2013,6,1,9,28.0,28.0,9.0,200.0,Changping
2013,6,1,10,4.0,10.0,8.0,200.0,Changping
2013,6,1,11,22.0,10.0,8.0,200.0,Changping
2013,6,1,12,3.0,6.0,11.0,200.0,Changping
2013,6,1,13,6.0,97.0,15.0,300.0,Changping
2013,6,1,14,8.0,59.0,14.0,300.0,Changping
2013,6,1,15,26.0,48.0,14.0,300.0,Changping
2013,6,1,16,20.0,140.0,13.0,300.0,Changping
2013,6,1,17,16.0,66.0,13.0,300.0,Changping
2013,6,1,18,14.0,40.0,16.0,300.0,Changping
2013,6,1,19,14.0,18.0,22.0,300.0,Changping
2013,6,1,20,11.0,30.0,25.0,300.0,Changping
2013,6,1,21,24.0,38.0,24.0,400.0,Changping
2013,6,1,22,42.0,203.0,52.0,700.0,Changping
2013,6,1,23,45.0,141.0,34.0,800.0,Changping
2013,6,2,0,46.0,76.0,31.0,700.0,Changping
2013,6,2,1,38.0,116.0,33.0,700.0,Changping
2013,6,2,2,42.0,93.0,33.0,700.0,Changping
2013,6,2,3,32.0,70.0,29.0,,Changping
2013,6,2,4,55.0,88.0,29.0,900.0,Changping
2013,6,2,5,41.0,91.0,22.0,800.0,Changping
2013,6,2,6,57.0,128.0,59.0,1200.0,Changping
2013,6,2,7,81.0,175.0,43.0,1300.0,Changping
2013,6,2,8,196.0,389.0,44.0,2799.0,Changping
2013,6,2,9,243.0,318.0,39.0,2500.0,Changping
2013,6,2,10,247.0,281.0,48.0,2899.0,Changping
2013,6,2,11,289.0,344.0,62.0,4000.0,Changping
2013,6,2,12,294.0,319.0,65.0,4099.0,Changping
2013,6,2,13,276.0,345.0,65.0,4200.0,Changping
2013,6,2,14,279.0,348.0,55.0,3899.0,Changping
2013,6,2,15,272.0,286.0,46.0,3500.0,Changping
2013,6,2,16,240.0,244.0,41.0,3100.0,Changping
2013,6,2,17,216.0,222.0,41.0,2700.0,Changping
2013,6,2,18,196.0,223.0,38.0,2299.0,Changping
2013,6,2,19,166.0,175.0,41.0,2899.0,Changping
2013,6,2,20,219.0,226.0,38.0,3000.0,Changping
2013,6,2,21,190.0,200.0,32.0,2600.0,Changping
2013,6,2,22,176.0,200.0,30.0,1899.0,Changping
2013,6,2,23,122.0,94.0,23.0,1500.0,Changping
2013,6,3,0,122.0,126.0,23.0,1500.0,Changping
2013,6,3,1,123.0,141.0,18.0,1600.0,Changping
2013,6,3,2,155.0,141.0,17.0,1500.0,Changping
2013,6,3,3,148.0,125.0,45.0,1600.0,Changping
2013,6,3,4,145.0,96.0,26.0,1500.0,Changping
2013,6,3,5,126.0,128.0,45.0,1600.0,Changping
2013,6,3,6,164.0,128.0,15.0,1399.0,Changping
2013,6,3,7,159.0,179.0,34.0,1600.0,Changping
2013,6,3,8,159.0,264.0,78.0,1899.0,Changping
2013,6,3,9,191.0,192.0,61.0,1800.0,Changping
2013,6,3,10,191.0,192.0,44.0,1600.0,Changping
2013,6,3,11,156.0,116.0,24.0,1399.0,Changping
2013,6,3,12,109.0,52.0,16.0,1100.0,Changping
2013,6,3,13,68.0,68.0,11.0,800.0,Changping
2013,6,3,14,36.0,36.0,10.0,700.0,Changping
2013,6,3,15,53.0,62.0,12.0,600.0,Changping
2013,6,3,16,35.0,55.0,16.0,600.0,Changping
2013,6,3,17,88.0,280.0,26.0,1000.0,Changping
2013,6,3,18,122.0,192.0,35.0,1300.0,Changping
2013,6,3,19,105.0,157.0,36.0,1100.0,Changping
2013,6,3,20,108.0,162.0,37.0,1200.0,Changping
2013,6,3,21,115.0,172.0,57.0,1300.0,Changping
2013,6,3,22,119.0,146.0,65.0,1600.0,Changping
2013,6,3,23,119.0,146.0,65.0,1600.0,Changping
2013,6,4,0,102.0,134.0,41.0,1200.0,Changping
2013,6,4,1,98.0,116.0,26.0,1100.0,Changping
2013,6,4,2,94.0,117.0,23.0,1100.0,Changping
2013,6,4,3,100.0,145.0,57.0,1200.0,Changping
2013,6,4,4,103.0,168.0,75.0,1300.0,Changping
2013,6,4,5,154.0,327.0,27.0,1800.0,Changping
2013,6,4,6,185.0,257.0,23.0,2299.0,Changping
2013,6,4,7,204.0,234.0,46.0,2399.0,Changping
2013,6,4,8,195.0,234.0,33.0,2200.0,Changping
2013,6,4,9,172.0,180.0,30.0,1899.0,Changping
2013,6,4,10,162.0,181.0,37.0,2100.0,Changping
2013,6,4,11,173.0,219.0,36.0,2200.0,Changping
2013,6,4,12,164.0,211.0,49.0,2299.0,Changping
2013,6,4,13,140.0,120.0,46.0,2299.0,Changping
2013,6,4,14,122.0,80.0,34.0,2399.0,Changping
2013,6,4,15,100.0,10.0,26.0,2299.0,Changping
2013,6,4,16,98.0,49.0,29.0,2299.0,Changping
2013,6,4,17,134.0,74.0,41.0,2299.0,Changping
2013,6,4,18,129.0,86.0,64.0,2299.0,Changping
2013,6,4,19,132.0,81.0,55.0,2299.0,Changping
2013,6,4,20,140.0,96.0,39.0,2200.0,Changping
2013,6,4,21,142.0,91.0,25.0,2000.0,Changping
2013,6,4,22,112.0,43.0,16.0,1600.0,Changping
2013,6,4,23,80.0,82.0,52.0,1700.0,Changping
2013,6,5,0,134.0,96.0,59.0,1899.0,Changping
2013,6,5,1,141.0,63.0,46.0,1700.0,Changping
2013,6,5,2,126.0,93.0,51.0,1700.0,Changping
2013,6,5,3,110.0,56.0,32.0,1500.0,Changping
2013,6,5,4,107.0,61.0,54.0,1500.0,Changping
2013,6,5,5,113.0,50.0,28.0,1300.0,Changping
2013,6,5,6,99.0,53.0,20.0,1399.0,Changping
2013,6,5,7,76.0,25.0,20.0,1100.0,Changping
2013,6,5,8,81.0,53.0,21.0,1300.0,Changping
2013,6,5,9,94.0,36.0,25.0,1600.0,Changping
2013,6,5,10,102.0,60.0,28.0,1899.0,Changping
2013,6,5,11,88.0,95.0,25.0,2100.0,Changping
2013,6,5,12,124.0,95.0,27.0,2200.0,Changping
2013,6,5,13,138.0,97.0,23.0,2200.0,Changping
2013,6,5,14,156.0,129.0,25.0,1899.0,Changping
2013,6,5,15,148.0,169.0,36.0,2000.0,Changping
2013,6,5,16,148.0,169.0,36.0,2000.0,Changping
2013,6,5,17,162.0,126.0,41.0,1500.0,Changping
2013,6,5,18,176.0,141.0,53.0,1899.0,Changping
2013,6,5,19,159.0,170.0,58.0,2299.0,Changping
2013,6,5,20,160.0,178.0,61.0,2399.0,Changping
2013,6,5,21,169.0,173.0,53.0,2500.0,Changping
2013,6,5,22,146.0,155.0,50.0,2399.0,Changping
2013,6,5,23,180.0,156.0,53.0,2000.0,Changping
2013,6,6,0,149.0,154.0,41.0,1700.0,Changping
2013,6,6,1,166.0,155.0,34.0,1700.0,Changping
2013,6,6,2,142.0,152.0,30.0,1500.0,Changping
2013,6,6,3,146.0,168.0,36.0,,Changping
2013,6,6,4,179.0,193.0,36.0,1600.0,Changping
2013,6,6,5,138.0,147.0,32.0,1600.0,Changping
2013,6,6,6,122.0,148.0,29.0,1700.0,Changping
2013,6,6,7,108.0,68.0,35.0,1700.0,Changping
2013,6,6,8,94.0,57.0,33.0,1800.0,Changping
2013,6,6,9,93.0,58.0,29.0,1800.0,Changping
2013,6,6,10,68.0,89.0,27.0,2000.0,Changping
2013,6,6,11,103.0,89.0,34.0,2299.0,Changping
2013,6,6,12,84.0,37.0,36.0,2299.0,Changping
2013,6,6,13,85.0,53.0,43.0,2500.0,Changping
2013,6,6,14,94.0,58.0,40.0,2399.0,Changping
2013,6,6,15,100.0,60.0,39.0,2299.0,Changping
2013,6,6,16,106.0,63.0,45.0,2299.0,Changping
2013,6,6,17,81.0,87.0,44.0,2299.0,Changping
2013,6,6,18,86.0,92.0,49.0,2399.0,Changping
2013,6,6,19,97.0,107.0,53.0,2399.0,Changping
2013,6,6,20,99.0,100.0,52.0,2399.0,Changping
2013,6,6,21,99.0,111.0,51.0,2500.0,Changping
2013,6,6,22,99.0,108.0,64.0,2600.0,Changping
2013,6,6,23,108.0,112.0,63.0,2500.0,Changping
2013,6,7,0,156.0,112.0,65.0,2399.0,Changping
2013,6,7,1,152.0,127.0,38.0,2200.0,Changping
2013,6,7,2,126.0,138.0,27.0,2100.0,Changping
2013,6,7,3,154.0,138.0,55.0,2299.0,Changping
2013,6,7,4,151.0,124.0,50.0,2399.0,Changping
2013,6,7,5,136.0,151.0,47.0,2299.0,Changping
2013,6,7,6,170.0,151.0,45.0,2399.0,Changping
2013,6,7,7,140.0,112.0,43.0,2399.0,Changping
2013,6,7,8,132.0,95.0,43.0,2299.0,Changping
2013,6,7,9,105.0,57.0,40.0,1899.0,Changping
2013,6,7,10,106.0,15.0,41.0,,Changping
2013,6,7,11,67.0,69.0,35.9275,,Changping
2013,6,7,12,75.0,75.0,38.1858,,Changping
2013,6,7,13,93.0,55.0,43.9342,,Changping
2013,6,7,14,72.0,86.0,45.166,,Changping
2013,6,7,15,93.0,98.0,44.5501,,Changping
2013,6,7,16,115.0,117.0,52.9674,,Changping
2013,6,7,17,120.0,130.0,51.9409,,Changping
2013,6,7,18,139.0,115.0,47.0137,,Changping
2013,6,7,19,123.0,85.0,42.7024,,Changping
2013,6,7,20,136.0,92.0,45.9872,,Changping
2013,6,7,21,140.0,94.0,44.3448,,Changping
2013,6,7,22,126.0,92.0,39.007,,Changping
2013,6,7,23,130.0,78.0,34.901,,Changping
2013,6,8,0,128.0,79.0,29.9738,,Changping
2013,6,8,1,126.0,75.0,25.4572,,Changping
2013,6,8,2,124.0,70.0,16.424,,Changping
2013,6,8,3,118.0,82.0,13.1392,,Changping
2013,6,8,4,107.0,74.0,16.8346,,Changping
2013,6,8,5,108.0,66.0,22.7883,,Changping
2013,6,8,6,98.0,70.0,19.2982,,Changping
2013,6,8,7,109.0,75.0,20.7353,,Changping
2013,6,8,8,118.0,59.0,25.8678,,Changping
2013,6,8,9,134.0,87.0,44.0,2200.0,Changping
2013,6,8,10,138.0,97.0,46.0,2500.0,Changping
2013,6,8,11,112.0,118.0,43.0,2799.0,Changping
2013,6,8,12,126.0,138.0,47.0,2799.0,Changping
2013,6,8,13,126.0,138.0,47.0,,Changping
2013,6,8,14,154.0,162.0,41.0,2799.0,Changping
2013,6,8,15,154.0,163.0,42.0,,Changping
2013,6,8,16,182.0,145.0,49.0667,,Changping
2013,6,8,17,159.0,140.0,45.0,2500.0,Changping
2013,6,8,18,160.0,87.0,45.0,,Changping
2013,6,8,19,101.0,67.0,45.9872,,Changping
2013,6,8,20,76.0,76.0,43.0,2299.0,Changping
2013,6,8,21,76.0,76.0,43.0,,Changping
2013,6,8,22,94.0,59.0,38.3911,,Changping
2013,6,8,23,94.0,60.0,39.0,,Changping
2013,6,9,0,73.0,91.0,41.0,2000.0,Changping
2013,6,9,1,70.0,71.0,39.0,2000.0,Changping
2013,6,9,2,86.0,72.0,36.0,2100.0,Changping
2013,6,9,3,58.0,59.0,24.0,1600.0,Changping
2013,6,9,4,91.0,59.0,28.0,1500.0,Changping
2013,6,9,5,81.0,26.0,36.0,1500.0,Changping
2013,6,9,6,81.0,81.0,36.0,,Changping
2013,6,9,7,22.0,22.0,34.0,500.0,Changping
2013,6,9,8,22.0,22.0,34.0,,Changping
2013,6,9,9,12.0,12.0,30.795,,Changping
2013,6,9,10,18.0,18.0,22.3777,,Changping
2013,6,9,11,13.0,13.0,23.6095,,Changping
2013,6,9,12,21.0,27.0,22.0,400.0,Changping
2013,6,9,13,21.0,27.0,22.0,,Changping
2013,6,9,14,18.0,18.0,18.6823,,Changping
2013,6,9,15,18.0,6.0,19.0,,Changping
2013,6,9,16,14.0,14.0,47.0137,,Changping
2013,6,9,17,,,31.2056,,Changping
2013,6,9,18,52.0,6.0,23.4042,,Changping
2013,6,9,19,52.0,6.0,24.0,,Changping
2013,6,9,20,28.0,7.0,46.0,700.0,Changping
2013,6,9,21,28.0,33.0,47.0,,Changping
2013,6,9,22,17.0,34.0,46.0,,Changping
2013,6,9,23,3.0,12.0,26.0,500.0,Changping
2013,6,10,0,3.0,6.0,7.0,300.0,Changping
2013,6,10,1,47.0,6.0,9.0,300.0,Changping
2013,6,10,2,48.0,12.0,10.0,,Changping
2013,6,10,3,4.0,12.0,11.0,,Changping
2013,6,10,4,11.0,8.0,,400.0,Changping
2013,6,10,5,12.0,9.0,5.5431,,Changping
2013,6,10,6,3.0,12.0,8.0,400.0,Changping
2013,6,10,7,3.0,22.0,12.0,500.0,Changping
2013,6,10,8,3.0,22.0,12.0,,Changping
2013,6,10,9,3.0,19.0,14.0,500.0,Changping
2013,6,10,10,3.0,18.0,21.0,500.0,Changping
2013,6,10,11,3.0,27.0,18.0,500.0,Changping
2013,6,10,12,3.0,27.0,19.0,500.0,Changping
2013,6,10,13,3.0,28.0,14.0,400.0,Changping
2013,6,10,14,3.0,29.0,15.0,,Changping
2013,6,10,15,6.0,24.0,10.0597,,Changping
2013,6,10,16,3.0,15.0,8.8279,,Changping
2013,6,10,17,8.0,19.0,10.0,300.0,Changping
2013,6,10,18,8.0,19.0,10.0,300.0,Changping
2013,6,10,19,12.0,26.0,18.0,,Changping
2013,6,10,20,,65.0,42.9077,,Changping
2013,6,10,21,2.0,77.0,45.3713,,Changping
2013,6,10,22,13.0,49.0,25.4572,,Changping
2013,6,10,23,3.0,53.0,32.0,600.0,Changping
2013,6,11,0,3.0,45.0,19.0,500.0,Changping
2013,6,11,1,3.0,37.0,20.0,400.0,Changping
2013,6,11,2,3.0,36.0,16.0,400.0,Changping
2013,6,11,3,11.0,36.0,19.0,500.0,Changping
2013,6,11,4,11.0,36.0,19.0,,Changping
2013,6,11,5,9.0,36.0,13.0,500.0,Changping
2013,6,11,6,10.0,36.0,13.0,,Changping
2013,6,11,7,3.0,53.0,36.0,500.0,Changping
2013,6,11,8,9.0,60.0,45.0,600.0,Changping
2013,6,11,9,3.0,62.0,42.0,600.0,Changping
2013,6,11,10,6.0,76.0,36.0,600.0,Changping
2013,6,11,11,7.0,76.0,37.0,,Changping
2013,6,11,12,3.0,67.0,20.0,500.0,Changping
2013,6,11,13,3.0,80.0,18.0,600.0,Changping
2013,6,11,14,3.0,73.0,15.0,500.0,Changping
2013,6,11,15,3.0,96.0,22.0,600.0,Changping
2013,6,11,16,3.0,96.0,22.0,,Changping
2013,6,11,17,,66.0,14.9869,,Changping
2013,6,11,18,3.0,67.0,15.0,,Changping
2013,6,11,19,,60.0,18.477,,Changping
2013,6,11,20,3.0,66.0,16.0,600.0,Changping
2013,6,11,21,3.0,67.0,17.0,,Changping
2013,6,11,22,3.0,49.0,20.0,500.0,Changping
2013,6,11,23,18.0,44.0,15.0,500.0,Changping
2013,6,12,0,3.0,14.0,5.0,400.0,Changping
2013,6,12,1,3.0,15.0,6.0,,Changping
2013,6,12,2,3.0,18.0,9.0,,Changping
2013,6,12,3,3.0,19.0,6.0,500.0,Changping
2013,6,12,4,3.0,19.0,7.0,,Changping
2013,6,12,5,3.0,28.0,8.0,,Changping
2013,6,12,6,27.0,52.0,15.0,700.0,Changping
2013,6,12,7,3.0,49.0,21.0,700.0,Changping
2013,6,12,8,3.0,50.0,21.0,,Changping
2013,6,12,9,3.0,59.0,32.0,,Changping
2013,6,12,10,,52.0,10.265,,Changping
2013,6,12,11,3.0,53.0,11.0,,Changping
2013,6,12,12,3.0,70.0,17.0,800.0,Changping
2013,6,12,13,3.0,71.0,17.0,,Changping
2013,6,12,14,,75.0,14.1657,,Changping
2013,6,12,15,3.0,81.0,12.1127,,Changping
2013,6,12,16,3.0,80.0,12.0,800.0,Changping
2013,6,12,17,3.0,81.0,13.0,,Changping
2013,6,12,18,,100.0,18.6823,,Changping
2013,6,12,19,3.0,111.0,27.0,1399.0,Changping
2013,6,12,20,3.0,111.0,28.0,,Changping
2013,6,12,21,6.0,127.0,34.2851,,Changping
2013,6,12,22,,135.0,36.5434,,Changping
2013,6,12,23,3.0,136.0,37.0,,Changping
2013,6,13,0,3.0,108.0,22.0,800.0,Changping
2013,6,13,1,8.0,107.0,25.0,700.0,Changping
2013,6,13,2,3.0,96.0,19.0,700.0,Changping
2013,6,13,3,3.0,81.0,17.0,800.0,Changping
2013,6,13,4,3.0,82.0,18.0,,Changping
2013,6,13,5,3.0,84.0,12.0,700.0,Changping
2013,6,13,6,3.0,85.0,12.0,,Changping
2013,6,13,7,3.0,92.0,16.0,,Changping
2013,6,13,8,12.0,110.0,22.0,800.0,Changping
2013,6,13,9,13.0,100.0,13.0,1399.0,Changping
2013,6,13,10,,119.0,13.0,1800.0,Changping
2013,6,13,11,3.0,127.0,14.0,1200.0,Changping
2013,6,13,12,3.0,131.0,12.0,1200.0,Changping
2013,6,13,13,3.0,152.0,17.0,1300.0,Changping
2013,6,13,14,3.0,153.0,17.0,,Changping
2013,6,13,15,7.0,172.0,24.0,,Changping
2013,6,13,16,,202.0,,,Changping
2013,6,13,17,,145.0,18.0,1200.0,Changping
2013,6,13,18,59.0,145.0,19.0,,Changping
2013,6,13,19,86.0,142.0,25.0,1000.0,Changping
2013,6,13,20,96.0,158.0,31.0,1100.0,Changping
2013,6,13,21,107.0,178.0,47.0,1200.0,Changping
2013,6,13,22,114.0,179.0,47.0,,Changping
2013,6,13,23,115.0,168.0,56.0,,Changping
2013,6,14,0,126.0,177.0,63.0,1300.0,Changping
2013,6,14,1,109.0,144.0,57.0,1000.0,Changping
2013,6,14,2,75.0,126.0,41.0,700.0,Changping
2013,6,14,3,67.0,122.0,38.0,,Changping
2013,6,14,4,67.0,123.0,38.0,,Changping
2013,6,14,5,66.0,133.0,41.2653,,Changping
2013,6,14,6,61.0,123.0,38.1858,,Changping
2013,6,14,7,58.0,134.0,50.0,900.0,Changping
2013,6,14,8,71.0,156.0,55.0,1100.0,Changping
2013,6,14,9,91.0,181.0,57.0,1100.0,Changping
2013,6,14,10,111.0,194.0,56.0,1100.0,Changping
2013,6,14,11,122.0,198.0,52.0,1200.0,Changping
2013,6,14,12,141.0,199.0,53.0,,Changping
2013,6,14,13,145.0,187.0,31.6162,,Changping
2013,6,14,14,116.0,158.0,17.0,1000.0,Changping
2013,6,14,15,102.0,149.0,15.0,900.0,Changping
2013,6,14,16,92.0,150.0,16.0,,Changping
2013,6,14,17,115.0,147.0,14.0,,Changping
2013,6,14,18,124.0,173.0,27.5102,,Changping
2013,6,14,19,124.0,167.0,32.848,,Changping
2013,6,14,20,125.0,167.0,38.8017,,Changping
2013,6,14,21,132.0,168.0,39.0,,Changping
2013,6,14,22,150.0,221.0,52.0,1300.0,Changping
2013,6,14,23,130.0,221.0,53.0,,Changping
2013,6,15,0,116.0,187.0,47.0,,Changping
2013,6,15,1,106.0,144.0,36.0,1100.0,Changping
2013,6,15,2,101.0,145.0,37.0,,Changping
2013,6,15,3,105.0,129.0,28.1261,,Changping
2013,6,15,4,109.0,129.0,29.0,,Changping
2013,6,15,5,114.0,128.0,25.0,,Changping
2013,6,15,6,107.0,117.0,26.0,1000.0,Changping
2013,6,15,7,94.0,117.0,27.0,,Changping
2013,6,15,8,70.0,96.0,38.0,900.0,Changping
2013,6,15,9,73.0,96.0,38.0,,Changping
2013,6,15,10,79.0,113.0,33.0,1000.0,Changping
2013,6,15,11,91.0,114.0,33.0,,Changping
2013,6,15,12,104.0,144.0,32.0,1399.0,Changping
2013,6,15,13,119.0,156.0,32.0,1500.0,Changping
2013,6,15,14,137.0,156.0,32.0,,Changping
2013,6,15,15,154.0,205.0,40.0,1800.0,Changping
2013,6,15,16,151.0,213.0,42.0,1899.0,Changping
2013,6,15,17,153.0,214.0,42.0,,Changping
2013,6,15,18,159.0,216.0,41.0,2100.0,Changping
2013,6,15,19,158.0,209.0,44.0,2100.0,Changping
2013,6,15,20,165.0,196.0,42.0,1800.0,Changping
2013,6,15,21,171.0,196.0,42.0,,Changping
2013,6,15,22,204.0,233.0,35.0,,Changping
2013,6,15,23,218.0,234.0,34.0,1899.0,Changping
2013,6,16,0,186.0,234.0,34.0,,Changping
2013,6,16,1,144.0,150.0,23.6095,,Changping
2013,6,16,2,130.0,141.0,19.0,1100.0,Changping
2013,6,16,3,130.0,152.0,19.0,1200.0,Changping
2013,6,16,4,160.0,153.0,19.0,,Changping
2013,6,16,5,155.0,169.0,26.0,,Changping
2013,6,16,6,137.0,137.0,21.0,1100.0,Changping
2013,6,16,7,128.0,138.0,22.0,,Changping
2013,6,16,8,128.0,137.0,26.0,,Changping
2013,6,16,9,136.0,161.0,34.0,1500.0,Changping
2013,6,16,10,153.0,161.0,35.0,,Changping
2013,6,16,11,168.0,187.0,43.9342,,Changping
2013,6,16,12,167.0,137.0,47.4243,,Changping
2013,6,16,13,155.0,137.0,43.0,1500.0,Changping
2013,6,16,14,162.0,126.0,35.0,1700.0,Changping
2013,6,16,15,171.0,128.0,48.0,1700.0,Changping
2013,6,16,16,173.0,130.0,49.0,,Changping
2013,6,16,17,195.0,130.0,64.0,,Changping
2013,6,16,18,200.0,159.0,69.0,2000.0,Changping
2013,6,16,19,189.0,150.0,67.0,2100.0,Changping
2013,6,16,20,199.0,163.0,68.0,,Changping
2013,6,16,21,205.0,163.0,66.0,,Changping
2013,6,16,22,220.0,159.0,29.7685,,Changping
2013,6,16,23,223.0,164.0,29.5632,,Changping
2013,6,17,0,204.0,164.0,30.0,,Changping
2013,6,17,1,187.0,131.0,38.5964,,Changping
2013,6,17,2,171.0,114.0,36.0,2299.0,Changping
2013,6,17,3,171.0,103.0,31.0,2200.0,Changping
2013,6,17,4,130.0,59.0,31.0,,Changping
2013,6,17,5,94.0,38.0,30.0,1399.0,Changping
2013,6,17,6,35.0,35.0,14.0,900.0,Changping
2013,6,17,7,18.0,23.0,15.0,,Changping
2013,6,17,8,42.0,60.0,32.0,1200.0,Changping
2013,6,17,9,94.0,60.0,32.0,,Changping
2013,6,17,10,57.0,36.0,15.1922,,Changping
2013,6,17,11,29.0,6.0,12.0,700.0,Changping
2013,6,17,12,18.0,26.0,15.0,600.0,Changping
2013,6,17,13,22.0,22.0,16.0,,Changping
2013,6,17,14,14.0,6.0,8.0,,Changping
2013,6,17,15,13.0,6.0,6.0,300.0,Changping
2013,6,17,16,10.0,14.0,9.0,400.0,Changping
2013,6,17,17,12.0,23.0,12.0,400.0,Changping
2013,6,17,18,17.0,24.0,12.0,,Changping
2013,6,17,19,25.0,41.0,28.9473,,Changping
2013,6,17,20,33.0,65.0,53.1727,,Changping
2013,6,17,21,33.0,75.0,39.0,700.0,Changping
2013,6,17,22,34.0,75.0,40.0,,Changping
2013,6,17,23,31.0,40.0,27.5102,,Changping
2013,6,18,0,28.0,36.0,22.583,,Changping
2013,6,18,1,23.0,37.0,23.0,,Changping
2013,6,18,2,23.0,37.0,24.4307,,Changping
2013,6,18,3,26.0,32.0,21.7618,,Changping
2013,6,18,4,24.0,35.0,,,Changping
2013,6,18,5,22.0,36.0,13.3445,,Changping
2013,6,18,6,24.0,35.0,17.0,500.0,Changping
2013,6,18,7,25.0,36.0,18.0,,Changping
2013,6,18,8,29.0,55.0,29.0,600.0,Changping
2013,6,18,9,47.0,88.0,35.0,800.0,Changping
2013,6,18,10,59.0,96.0,42.0,800.0,Changping
2013,6,18,11,58.0,84.0,36.0,700.0,Changping
2013,6,18,12,58.0,84.0,37.0,,Changping
2013,6,18,13,17.0,37.0,18.2717,,Changping
2013,6,18,14,17.0,37.0,19.0,,Changping
2013,6,18,15,29.0,49.0,12.0,500.0,Changping
2013,6,18,16,24.0,59.0,13.0,500.0,Changping
2013,6,18,17,30.0,74.0,19.0,600.0,Changping
2013,6,18,18,30.0,74.0,19.0,,Changping
2013,6,18,19,38.0,81.0,20.0,,Changping
2013,6,18,20,43.0,84.0,31.0,700.0,Changping
2013,6,18,21,39.0,81.0,21.0,700.0,Changping
2013,6,18,22,43.0,66.0,17.0,700.0,Changping
2013,6,18,23,43.0,66.0,18.0,,Changping
2013,6,19,0,39.0,99.0,21.0,800.0,Changping
2013,6,19,1,40.0,99.0,22.0,,Changping
2013,6,19,2,93.0,168.0,26.0,,Changping
2013,6,19,3,50.0,44.0,14.0,800.0,Changping
2013,6,19,4,50.0,61.0,14.0,,Changping
2013,6,19,5,48.0,72.0,23.0,1000.0,Changping
2013,6,19,6,48.0,73.0,23.0,,Changping
2013,6,19,7,67.0,115.0,37.5699,,Changping
2013,6,19,8,68.0,115.0,38.0,,Changping
2013,6,19,9,73.0,111.0,41.0,,Changping
2013,6,19,10,10.0,21.0,16.0,400.0,Changping
2013,6,19,11,12.0,22.0,8.0,300.0,Changping
2013,6,19,12,18.0,44.0,8.0,400.0,Changping
2013,6,19,13,20.0,32.0,9.0,400.0,Changping
2013,6,19,14,20.0,32.0,8.0067,,Changping
2013,6,19,15,20.0,21.0,8.0,,Changping
2013,6,19,16,17.0,23.0,9.0,,Changping
2013,6,19,17,14.0,28.0,13.0,300.0,Changping
2013,6,19,18,23.0,36.0,22.0,400.0,Changping
2013,6,19,19,23.0,37.0,23.0,,Changping
2013,6,19,20,42.0,100.0,34.0,600.0,Changping
2013,6,19,21,45.0,97.0,37.0,600.0,Changping
2013,6,19,22,46.0,98.0,37.0,,Changping
2013,6,19,23,28.0,56.0,17.0,500.0,Changping
2013,6,20,0,32.0,54.0,20.0,500.0,Changping
2013,6,20,1,29.0,60.0,17.0,500.0,Changping
2013,6,20,2,30.0,60.0,18.0,,Changping
2013,6,20,3,31.0,58.0,14.0,500.0,Changping
2013,6,20,4,34.0,63.0,17.0,500.0,Changping
2013,6,20,5,35.0,64.0,17.0,,Changping
